stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,trip_heads,agency_id,route_long
17996,,CALZ. CAMARONES,Rosario Puerto Aereo,19.46865579,-99.17565465,Metro Blvd. Puerto Aéreo - Metro El Rosario,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
36111,,AV. UNIVERSIDAD,San Francisco,19.3469439,-99.18003955,San Francisco Culhuacán - Ciudad Universitaria,STE,San Francisco Culhuacán - Ciudad Universitaria
17768,,BEGONIAS,Rosario Chapultepec,19.46347248,-99.17773806,Metro El Rosario - Metro Chapultepec,STE,Metro El Rosario - Metro Chapultepec
18105,,CUMBRES DE MALTRATA,EJE Central,19.38707479,-99.14714813,Central de Autobuses del Norte - Central de Autobuses del Sur,STE,Corredor Cero Emisiones Eje Central
18169,,EDIF. 2 ESIME,Circuitio Politecnico,19.49834243,-99.13633133,Terminal Zacatenco,STE,Circuito Politécnico
18174,,EDIF. 11 ESIA,Circuitio Politecnico,19.5040156,-99.13692825,Terminal Zacatenco,STE,Circuito Politécnico
18170,,EDIF. 4 ESIME,Circuitio Politecnico,19.49957687,-99.1360946,Terminal Zacatenco,STE,Circuito Politécnico
15119,,DURANGO_1_2,,19.41839648,-99.17181939,Metro Velódromo - Metro Chapultepec,STE,Corredor Cero Emisiones Eje 2 - 2a sur
17902,,HACIENDA DE SOTELO,Rosario Puerto Aereo,19.50223545,-99.20515895,Metro El Rosario - Metro Blvd. Puerto Aéreo,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
17815,,GRAL. MARTÍN CARRERA,San Felipe Metro Hidalgo,19.48670351,-99.11288388,San Felipe de Jesús - Metro Hidalgo,STE,San Felipe de Jesús - Metro Hidalgo
18181,,FRENTE A EDIFICIOS UNIDAD PATERA,Circuitio Politecnico,19.50433734,-99.15110708,Terminal Zacatenco,STE,Circuito Politécnico
17936,,AV. ING. EDUARDO MOLINA_1,Rosario Puerto Aereo,19.461413,-99.1057992,Metro El Rosario - Metro Blvd. Puerto Aéreo,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
18031,,AMÉRICA,EJE Central,19.34523424,-99.14945085,Central de Autobuses del Sur - Central de Autobuses del Norte,STE,Corredor Cero Emisiones Eje Central
17806,,AV. GRAN CANAL I,San Felipe Metro Hidalgo,19.47612917,-99.09032137,San Felipe de Jesús - Metro Hidalgo,STE,San Felipe de Jesús - Metro Hidalgo
17931,,F.C. HIDALGO,Rosario Puerto Aereo,19.46586391,-99.11856651,Metro El Rosario - Metro Blvd. Puerto Aéreo,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
17920,,F.C. CENTRAL,Rosario Puerto Aereo,19.472067,-99.16379351,Metro El Rosario - Metro Blvd. Puerto Aéreo,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
18138,,EJE CENTRAL_1_7,EJE 7,19.36548259,-99.15099365,Metro Mixcoac - San Andrés Tetepilco,STE,Corredor Cero Emisiones Eje 7 - 7A Sur
18055,,IZAZAGA,EJE Central,19.42631116,-99.14203369,Central de Autobuses del Sur - Central de Autobuses del Norte,STE,Corredor Cero Emisiones Eje Central
18163,,JEREZ,EJE 7,19.37439024,-99.18169673,San Andrés Tetepilco - Metro Mixcoac,STE,Corredor Cero Emisiones Eje 7 - 7A Sur
17777,,LAGUNA DE MAYRÁN_1,Rosario Chapultepec,19.44185485,-99.18341708,Metro El Rosario - Metro Chapultepec,STE,Metro El Rosario - Metro Chapultepec
17700,,LAGO BOLSENA,Rosario Chapultepec,19.44533977,-99.18266353,Metro Chapultepec - Metro El Rosario,STE,Metro El Rosario - Metro Chapultepec
15077,,LA NORIA_1,,19.26795816,-99.12574139,Tasqueña - Xochimilco,STE,Tasqueña - Xochimilco
17840,,PASEO DE LA REFORMA (SHCP),San Felipe Metro Hidalgo,19.43738828,-99.14597494,San Felipe de Jesús - Metro Hidalgo,STE,San Felipe de Jesús - Metro Hidalgo
17976,,NORTE 70,Rosario Puerto Aereo,19.46272501,-99.10881311,Metro Blvd. Puerto Aéreo - Metro El Rosario,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
17937,,NORTE 84,Rosario Puerto Aereo,19.46034071,-99.10272002,Metro El Rosario - Metro Blvd. Puerto Aéreo,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
18154,,PARQUE DE LOS VENADOS_1,EJE 7,19.37067878,-99.15837049,San Andrés Tetepilco - Metro Mixcoac,STE,Corredor Cero Emisiones Eje 7 - 7A Sur
18002,,NUEVA JERUSALÉN,Rosario Puerto Aereo,19.48274593,-99.18303609,Metro Chapultepec - Metro El Rosario,STE,Metro El Rosario - Metro Chapultepec
18120,,PATRIOTISMO_1_3,EJE 7,19.37563824,-99.18693066,Metro Mixcoac - San Andrés Tetepilco,STE,Corredor Cero Emisiones Eje 7 - 7A Sur
17844,,MATAMOROS (COMONFORT),San Felipe Metro Hidalgo,19.44687605,-99.13597414,Metro Hidalgo - San Felipe de Jesús,STE,San Felipe de Jesús - Metro Hidalgo
17837,,MOCTEZUMA_1_2,San Felipe Metro Hidalgo,19.44309012,-99.14055128,San Felipe de Jesús - Metro Hidalgo,STE,San Felipe de Jesús - Metro Hidalgo
17691,,MARIANO ESCOBEDO,Rosario Chapultepec,19.42679949,-99.17903102,Metro Chapultepec - Metro El Rosario,STE,Metro El Rosario - Metro Chapultepec
15115,,MONTERREY_1_4,,19.41432574,-99.16299409,Metro Velódromo - Metro Chapultepec,STE,Corredor Cero Emisiones Eje 2 - 2a sur
18039,,SANTA CRUZ,EJE Central,19.37271407,-99.14934765,Central de Autobuses del Sur - Central de Autobuses del Norte,STE,Corredor Cero Emisiones Eje Central
18137,,TOKIO,EJE 7,19.36588112,-99.15347815,Metro Mixcoac - San Andrés Tetepilco,STE,Corredor Cero Emisiones Eje 7 - 7A Sur
15121,,SONORA_1_5,,19.41940609,-99.1730233,Metro Chapultepec - Metro Velódromo,STE,Corredor Cero Emisiones Eje 2 - 2a sur
17850,,RÍO CONSULADO_1_3,San Felipe Metro Hidalgo,19.46071848,-99.12642813,Metro Hidalgo - San Felipe de Jesús,STE,San Felipe de Jesús - Metro Hidalgo
17873,,PUERTO DE COZUMEL,San Felipe Metro Hidalgo,19.47562988,-99.08966916,Metro Hidalgo - San Felipe de Jesús,STE,San Felipe de Jesús - Metro Hidalgo
18018,,RENACIMIENTO_1,Rosario Puerto Aereo,19.50614925,-99.20791626,Metro Chapultepec - Metro El Rosario,STE,Metro El Rosario - Metro Chapultepec
36071,,ZARAGOZA_1_4,San Francisco,19.34567675,-99.17412043,Ciudad Universitaria - San Francisco Culhuacán,STE,San Francisco Culhuacán - Ciudad Universitaria
18130,,ZAPATA_1_2,EJE 7,19.37060231,-99.16528219,Metro Mixcoac - San Andrés Tetepilco,STE,Corredor Cero Emisiones Eje 7 - 7A Sur
36104,,PUENTE SAN FRANCISCO_1,San Francisco,19.34448023,-99.16181834,San Francisco Culhuacán - Ciudad Universitaria,STE,San Francisco Culhuacán - Ciudad Universitaria
36103,,ASIA,San Francisco,19.34407674,-99.15872276,San Francisco Culhuacán - Ciudad Universitaria,STE,San Francisco Culhuacán - Ciudad Universitaria
17715,,22 DE FEBRERO_1_2,Rosario Chapultepec,19.47745674,-99.18424839,Metro Chapultepec - Metro El Rosario,STE,Metro El Rosario - Metro Chapultepec
18079,,LA RAZA_1_6,EJE Central,19.46957323,-99.13675092,Central de Autobuses del Norte - Central de Autobuses del Sur,STE,Corredor Cero Emisiones Eje Central
17853,,HENRY FORD,San Felipe Metro Hidalgo,19.47098554,-99.12240436,Metro Hidalgo - San Felipe de Jesús,STE,San Felipe de Jesús - Metro Hidalgo
36067,,CERRO ACASULCO,San Francisco,19.3418454,-99.1815456,Ciudad Universitaria - San Francisco Culhuacán,STE,San Francisco Culhuacán - Ciudad Universitaria
17901,,EDIFICIO. 26-B,Rosario Puerto Aereo,19.50446036,-99.20701504,Metro El Rosario - Metro Blvd. Puerto Aéreo,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
36108,,ESCONDIDA,San Francisco,19.34568678,-99.17181521,San Francisco Culhuacán - Ciudad Universitaria,STE,San Francisco Culhuacán - Ciudad Universitaria
17883,,CONST. DE LA REPÚBLICA_1,San Felipe Metro Hidalgo,19.48233998,-99.07591176,Metro Hidalgo - San Felipe de Jesús,STE,San Felipe de Jesús - Metro Hidalgo
17793,,CONST. DE LA REPÚBLICA,San Felipe Metro Hidalgo,19.48180676,-99.07143722,San Felipe de Jesús - Metro Hidalgo,STE,San Felipe de Jesús - Metro Hidalgo
18094,,DR. PASCUA,EJE Central,19.42243887,-99.14319102,Central de Autobuses del Norte - Central de Autobuses del Sur,STE,Corredor Cero Emisiones Eje Central
18153,,DIVISIÓN DEL NORTE_1_3,EJE 7,19.37036501,-99.15640712,San Andrés Tetepilco - Metro Mixcoac,STE,Corredor Cero Emisiones Eje 7 - 7A Sur
18155,,CUAUHTÉMOC_1_6,EJE 7,19.37092803,-99.16069607,San Andrés Tetepilco - Metro Mixcoac,STE,Corredor Cero Emisiones Eje 7 - 7A Sur
15130,,DR. LUCIO_1,,19.41491186,-99.15312414,Metro Chapultepec - Metro Velódromo,STE,Corredor Cero Emisiones Eje 2 - 2a sur
17854,,VICTORIA_1_4,San Felipe Metro Hidalgo,19.4730362,-99.12158301,Metro Hidalgo - San Felipe de Jesús,STE,San Felipe de Jesús - Metro Hidalgo
15080,,XOMALI_1,,19.28883444,-99.14692548,Tasqueña - Xochimilco,STE,Tasqueña - Xochimilco
17865,,METRO MARTÍN CARRERA_1,San Felipe Metro Hidalgo,19.48265506,-99.10691311,Metro Hidalgo - San Felipe de Jesús,STE,San Felipe de Jesús - Metro Hidalgo
18166,,MIXCOAC_1_2,EJE 7,19.37609182,-99.18815209,San Andrés Tetepilco - Metro Mixcoac,STE,Corredor Cero Emisiones Eje 7 - 7A Sur
18125,,MORAS,EJE 7,19.37253478,-99.17397322,Metro Mixcoac - San Andrés Tetepilco,STE,Corredor Cero Emisiones Eje 7 - 7A Sur
17984,,REAL DEL MONTE_1,Rosario Puerto Aereo,19.47004159,-99.13167715,Metro Blvd. Puerto Aéreo - Metro El Rosario,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
36117,,RETORNO COPILCO,San Francisco,19.33808739,-99.18682259,San Francisco Culhuacán - Ciudad Universitaria,STE,San Francisco Culhuacán - Ciudad Universitaria
18077,,PONIENTE 112_1,EJE Central,19.47724842,-99.14038744,Central de Autobuses del Norte - Central de Autobuses del Sur,STE,Corredor Cero Emisiones Eje Central
18068,,PONIENTE 112,EJE Central,19.47635347,-99.13913819,Central de Autobuses del Sur - Central de Autobuses del Norte,STE,Corredor Cero Emisiones Eje Central
17909,,REY MAXTLA,Rosario Puerto Aereo,19.48596232,-99.19043899,Metro El Rosario - Metro Blvd. Puerto Aéreo,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
36113,,OXTOPULCO,San Francisco,19.3437482,-99.18142482,San Francisco Culhuacán - Ciudad Universitaria,STE,San Francisco Culhuacán - Ciudad Universitaria
17797,,CAMINO DE LIGA,San Felipe Metro Hidalgo,19.47918306,-99.07783539,San Felipe de Jesús - Metro Hidalgo,STE,San Felipe de Jesús - Metro Hidalgo
17974,,AV. EDUARDO MOLINA_1,Rosario Puerto Aereo,19.46133879,-99.10492278,Metro Blvd. Puerto Aéreo - Metro El Rosario,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
17739,,AZTACALCO,Rosario Chapultepec,19.50883049,-99.19782115,Metro Chapultepec - Metro El Rosario,STE,Metro El Rosario - Metro Chapultepec
15123,,CACAHUAMILPA,,19.41655397,-99.16768841,Metro Chapultepec - Metro Velódromo,STE,Corredor Cero Emisiones Eje 2 - 2a sur
17906,,METRO AQUILES SERDÁN_1_2,Rosario Puerto Aereo,19.49011925,-99.19520259,Metro El Rosario - Metro Blvd. Puerto Aéreo,STE,Metro Blvd. Puerto Aéreo - Metro El Rosario
17776,,LAGUNA DE TÉRMINOS_1,Rosario Chapultepec,19.44377231,-99.18313185,Metro El Rosario - Metro Chapultepec,STE,Metro El Rosario - Metro Chapultepec
17778,,LAGO ALBERTO_1,Rosario Chapultepec,19.43997504,-99.18368103,Metro El Rosario - Metro Chapultepec,STE,Metro El Rosario - Metro Chapultepec
17704,,MAR ROJO,Rosario Chapultepec,19.45313802,-99.18137312,Metro Chapultepec - Metro El Rosario,STE,Metro El Rosario - Metro Chapultepec
18069,,TERMINAL CENTRAL DE AUTOBUSES DEL NORTE,EJE Central,19.47957606,-99.14042257,Central de Autobuses del Sur - Central de Autobuses del Norte,STE,Corredor Cero Emisiones Eje Central
15074,,TERMINAL XOCHIMILCO,,19.2593932,-99.10787597,Tasqueña - Xochimilco,STE,Tasqueña - Xochimilco
