stop_id,stop_name,stop_desc,stop_lat,stop_lon,trip_heads,agency_id,route_long
16436,Calzada Ermita Iztapalapa - La Viga_1,,19.35759115,-99.1220963,Metro Mixcoac -  Metro Santa Martha,RTP,Metro Santa Martha -  Metro Mixcoac
15592,Calzada Ermita Iztapalapa - Metro Cerro De La Estrella,,19.35654855,-99.08636928,Metro Santa Martha -  Metro Mixcoac,RTP,Metro Santa Martha -  Metro Mixcoac
19174,Calzada Guadalupe - Moctezuma,,19.47983292,-99.11879182,Centro Comercial Santa Fe - La Villa/Cantera,RTP,Centro Comercial Santa Fe -  La Villa/Cantera por Palmas (Noche Bus)
18685,Calzada Ignacio Zaragoza - Anillo Periférico Canal de Garay,,19.39847006,-99.05817389,Colonia Miguel de la Madrid-Metro Zaragoza,RTP,Colonia Miguel de la Madrid -  Metro Zaragoza
15402,Calzada Ignacio Zaragoza - Eje 3 Oriente Francisco Del Paso Y Troncoso,Parabus Antes de la Curva,19.4275011,-99.11185026,San Lázaro - Carmen Serdán,RTP,Metro San Lazáro - Carmen Serdàn
18743,Calzada Ignacio Zaragoza - Metro Zaragoza,,19.41174666,-99.08300042,Metro Zaragoza - Colonia Miguel de la Madrid,RTP,Colonia Miguel de la Madrid -  Metro Zaragoza
18772,Calzada Ignacio Zaragoza - Oriente 247,,19.40270007,-99.06738997,Metro Zaragoza - Colonia Miguel de la Madrid,RTP,Colonia Miguel de la Madrid -  Metro Zaragoza
19817,Calzada México - Tacuba - Mariano Escobedo,,19.45630441,-99.18081522,Metro Cuatro Caminos - Colonia Moctezuma 2da. Sección,RTP,Metro Cuatro Caminos -  Colonia Moctezuma 2da. Sección
24440,Calzada México - Xochimilco - Escuela Enfermería UNAM,,19.29208663,-99.15107489,Republica del Salvador - Santiago Tepalcatlalpan,RTP,Santiago Tepalcatlalpan - República del Salvador
19309,Calzada Xochimilco - Tulyehualco - Cocoxochilt,,19.24736245,-99.08684134,Villa Milpa Alta - Metro Tasqueña,RTP,Villa Milpa Alta - Metro Tasqueña
27436,Camino A Desierto De Los Leones - Anillo Periférico,,19.34701299,-99.20310974,Santa Rosa - Metro Mixcoac,RTP,Santa Rosa Xochiac - Metro Mixcoac
27429,Camino A Desierto De Los Leones - Flor De María,,19.34672954,-99.20712233,Santa Rosa - Metro Mixcoac,RTP,Santa Rosa Xochiac - Metro Mixcoac
27238,Camino A Desierto De Los Leones - La Escondida,,19.33072431,-99.2882967,Santa Rosa - Metro Mixcoac,RTP,Santa Rosa Xochiac - Metro Mixcoac
27411,Camino A Desierto De Los Leones - Tizampapano,,19.34272079,-99.22321558,Santa Rosa - Metro Mixcoac,RTP,Santa Rosa Xochiac - Metro Mixcoac
29157,Camino De La Unión  - Camino Parque Central,,19.48577015,-99.07571554,León de los Aldama - Central de Abastos,RTP,San Felipe/León de Los Aldama -  Central de Abastos
23604,Camino Real - Hidalgo,,19.32999538,-99.03286457,Colonia Buenavista - Central de Abastos,RTP,Colonia Buenavista - Central de Abasto
22093,Camino Real - Nuevo León,,19.32821354,-99.03143764,Central de Abasto - Colonia Buenavista,RTP,Colonia Buenavista - Central de Abasto
23606,Camino Real - Pozos,,19.33096729,-99.03428078,Colonia Buenavista - Central de Abastos,RTP,Colonia Buenavista - Central de Abasto
23001,Camino Real a Toluca - Canario,,19.39625381,-99.19265985,Jesús del Monte (Cuajimalpa ) - Metro Tacubaya Nocturno,RTP,Jesús del Monte (Cuajimalpa) - Metro Tacubaya (Noche Bus)
21312,Canal De Desfogue - Flor De Lis,,19.50337825,-99.09062862,León de los Aldama - Metro Chabacano,RTP,León de los Aldama - Metro Chabacano
29611,Canal De Tezontle - Calle 47,,19.38452441,-99.09632564,León de los Aldama - Central de Abastos,RTP,San Felipe/León de Los Aldama -  Central de Abastos
19179,Cantera - Hidalgo_1,,19.48521386,-99.11334157,Centro Comercial Santa Fe -La Villa/Cantera por Reforma,RTP,Centro Comercial Santa Fe - La Villa/Cantera por Reforma
19072,Cantera - Miguel Miramon,,19.48788403,-99.11410332,La Villa/Ferroplaza -  Colonia Forestal,RTP,Colonia Forestal - La Villa Ferroplaza
16995,Carlos A. Vidal - Francisco Villa,,19.29511438,-99.0098083,Santa Catarina -  Metro Universidad,RTP,Santa Catarina - Metro Universidad
30780,Carretera Federal A Cuernavaca - Km. 23 Colegio Peterson,,19.24245987,-99.1679728,Metro Universidad - Topilejo,RTP,Topilejo - Metro Universidad
26221,Carretera San Mateo - Santa Rosa - Valle De Las Monjas_1,,19.34367237,-99.28625822,Metro Zapata - San Mateo Tlaltenango,RTP,Metro Zapata - San Mateo Tlaltenango
24523,Carretera San Pablo - Topilejo - Unidad Habitacional Rinconada San Pablo,,19.25423999,-99.1214633,Republica del Salvador - Santiago Tepalcatlalpan,RTP,Santiago Tepalcatlalpan - República del Salvador
19188,Carretera Xochimilco - San Pablo - Camino Real,,19.20458152,-99.1017437,Xochimilco/Palmas - San Pablo Oztotepec,RTP,San Pablo Oztotepec -  Xochimilco/Palmas
16473,Cecilio Róbelo - M. Rivera Cambas,,19.42230039,-99.108181,Carmen Serdán - San Lázaro,RTP,Metro San Lazáro - Carmen Serdàn
28979,Cedros - Clementino,,19.33806403,-98.97998214,Campestre Potrero - Metro Zaragoza por Metro Tepalcates,RTP,Campestre Potrero - Metro Zaragoza
15589,Central de Abasto - Pescaderías,,19.3722369,-99.0980288,Central de Abastos - León de los Aldama,RTP,San Felipe/León de Los Aldama -  Central de Abastos
18272,Cerro Gordo - India Bonita,,19.5707689,-99.13476706,Lomas de Cuautepec - Metro Indios Verdes,RTP,Lomas de Cuautepec - Metro Indios Verdes
18875,Chalma La Villa - Virginia Fabregas,,19.53088391,-99.1440475,Metro Indios Verdes - El Tepetatal (El Charco),RTP,Colonia El Tepetatal (El Charco)  -  Metro Indios Verdes
26358,Chicago - Las Presas,,19.3837856,-99.21237946,Jalalpa - Metro Tacubaya,RTP,Ampliación Jalalpa - Metro Tacubaya
26504,Chicago - Minas,,19.38094166,-99.20816302,Metro Tacubaya - Piloto,RTP,Piloto - Metro Tacubya
16004,Chiquihuite - Santa Cruz,,19.52100465,-99.12581921,Zacatenco - Metro Potrero,RTP,Zacatenco - Metro Potrero
18592,Cierre de Circuito Ampliación Malacates - Palmas,,19.57624789,-99.13079739,Ampliación Malacates - Metro La Raza (Línea 3),RTP,Ampliación Malacates - Metro la Raza (Linea 3)
15741,Cierre de Circuito Cetram Metro Mixcoac,,19.37576982,-99.18791771,Metro Mixcoac -  Metro Santa Martha,RTP,Metro Santa Martha -  Metro Mixcoac
28287,Cierre de Circuito Santa Rosa Xochiac,,19.33044084,-99.28727746,Santa Rosa - Metro Tacubaya (Cartagena),RTP,Santa Rosa Xochiac - Metro Tacubaya
18495,Circuito Interior - Eje 6 Sur Trabajadores Sociales _1,,19.37181238,-99.10283804,Oceanía Norte Nocturno,RTP,Circuito Bicentenario (Noche Bus)
26384,Conkal y av. 35,,19.27996491,-99.23241019,Metro Chapultepec - Pedregal de San Nicolás,RTP,Metro Chapultepec - Torres de Padierna/Pedregal de San Nicolás
24502,cuauhtemoc y emiliano zapata,,19.35402806,-98.96701097,San Miguel Teotongo/Torres -  Metro Zaragoza/M. Tepalcates,RTP,San Miguel Teotongo/Torres  -  Metro Zaragoza/M. Tepalcates
18540,Cuitláhuac - Ferrocarril Central,,19.4720343,-99.16372418,Panteón San Isidro - Aragón Nocturno,RTP,Aragón - Panteón San Isidro (Noche Bus)
22039,De Las Torres - Pozos,,19.33820576,-99.03204918,Metro Constitución de 1917 - Barranca de Guadalupe,RTP,Barranca de Guadalupe - Metro Constitución de 1917
16628,Eje 1 Oriente Avenida Canal de Miramontes - Cannes,,19.29734213,-99.12537932,Metro Tasqueña - Villa Milpa Alta,RTP,Villa Milpa Alta - Metro Tasqueña
19376,Eje 1 Oriente Avenida Canal de Miramontes - Marcos H. Pulido,,19.33327553,-99.13670897,Villa Milpa Alta - Metro Tasqueña,RTP,Villa Milpa Alta - Metro Tasqueña
21804,Eje 10 Sur - Iglesia,,19.33682896,-99.19903278,Metro Miguel Ángel de Quevedo- Cierre de Circuito Santa Fe,RTP,ECOBÚS Santa Fe - Metro Miguel Ángel de Quevedo
19895,Eje 10 Sur - Narciso Ma. Loreto,,19.30625281,-98.97001505,Metro Universidad - Santa Catarina,RTP,Santa Catarina - Metro Universidad
28569,Eje 2 Poniente Monterrey - Durango,,19.4199934,-99.16473269,Parque México - Metro Rosario por Plan de San Luis,RTP,Metro El Rosario - Parque México por Plan de San Luis
16377,Eje 3 Oriente Francisco Del Paso Y Troncoso - Apatlaco,Parabus en la esquina de la Calle,19.38157927,-99.11073446,San Lázaro - Carmen Serdán,RTP,Metro San Lazáro - Carmen Serdàn
15444,Eje 3 Oriente Francisco Del Paso Y Troncoso - Metro Mixihuca,Saliendo del Metro antes de cruzar la Av. Morelos,19.4088425,-99.11343813,San Lázaro - Carmen Serdan,RTP,Metro San Lázaro - Carmen Serdàn
16373,Eje 3 Oriente Francisco Del Paso Y Troncoso - Santa María Purísima,A 100 metros de las Escalinatas de la Estación del Metro Apatlaco Linea-8,19.37931219,-99.10982251,San Lázaro - Carmen Serdan,RTP,Metro San Lázaro - Carmen Serdàn
15585,Eje 5 Norte Avenida Deportivo Reynosa - Alameda Norte,,19.50145672,-99.17689919,Metro Tacuba -  Metro Martín Carrera  por Ceylán,RTP,Metro Martín Carrera - Metro Tacuba por Ceylán
21892,Eje 5 Norte Avenida San Juan de Aragón - Andador León,,19.473238,-99.08789277,Metro Chapultepec - Aragón,RTP,Aragón - Metro Chapultepec por la Villa
21555,Eje 5 Oriente Avenida Javier Rojo Gómez - Eje 8 Sur Calzada Ermita - Iztapalapa,,19.35689271,-99.08654094,Central de Abasto - Colonia Buenavista,RTP,Colonia Buenavista - Central de Abasto
15370,Eje 5 Sur Avenida De Las Torres - Unión De Colonos / Plaza Civica,,19.34660807,-98.99034619,Metro Zaragoza/M. Tepalcates - San Miguel Teotongo/Torres,RTP,San Miguel Teotongo/Torres  -  Metro Zaragoza/M. Tepalcates
15786,Eje 6 Sur Avenida De Las Torres - Las Américas,,19.34601081,-98.98726702,Metro Zaragoza/M. Tepalcates - San Miguel Teotongo/Torres,RTP,San Miguel Teotongo/Torres  -  Metro Zaragoza/M. Tepalcates
15750,Eje 6 Sur Avenida De Las Torres - Pirules,,19.35047501,-99.01026964,Metro Zaragoza - Colonia Miguel de la Madrid,RTP,Colonia Miguel de la Madrid -  Metro Zaragoza
35081,Eje 6 Sur Avenida De Las Torres - Unión De Colonos /  Plaza Civica,,19.346932,-98.98994923,Santa Catarina / Lienzo Charro - Central de Abastos,RTP,Lienzo Charro / Santa Catarina - Central de Abastos Expreso
15781,Eje 7 Sur Extremadura - Poussin,,19.37546618,-99.18557882,Metro Santa Martha -  Metro Mixcoac,RTP,Metro Santa Martha -  Metro Mixcoac
17635,Eje 8 Popocatépetl - Avenida Universidad,,19.36629611,-99.16735053,Metro Santa Martha - Metro Zapata,RTP,Metro Santa Martha - Metro Zapata
26594,Avenida Ibis - Curucú,,19.3613364,-99.233349,Metro Mixcoac - Tepeaca,RTP,Tepeaca - Metro Mixcoac
18982,Avenida Ingeniero Alfredo Robles Dominguez - Real del Monte,,19.47003148,-99.1318059,Aragón - Panteón San Isidro Nocturno,RTP,Aragón - Panteón San Isidro (Noche Bus)
18595,Avenida Instituto Politécnico Nacional - Frente Escuela ESEM,,19.49869575,-99.13221359,Colonia El Tepetatal (El Charco) -  Metro Potrero,RTP,Colonia El Tepetatal (El Charco) -  Metro Potrero
17195,Avenida Instituto Politécnico Nacional - Paranagua,,19.5096989,-99.12564754,Metro Potrero - Zacatenco,RTP,Zacatenco - Metro Potrero
21818,Avenida Insurgentes - Úrsula Galván,,19.33795267,-99.04662967,Metro Constitución de 1917 - San José Buenavista,RTP,San José Buenavista - Metro Constitución de 1917
23028,Avenida Jalisco - Iturbide,,19.40153632,-99.18778896,Jesús del Monte (Cuajimalpa ) - Metro Tacubaya Nocturno,RTP,Jesús del Monte (Cuajimalpa) - Metro Tacubaya (Noche Bus)
31469,Avenida México - 16 De Septiembre,,19.23508547,-99.16296244,Metro Universidad - Cierre de circuito Santo Tomás Ajusco,RTP,Santo Tomás Ajusco - Metro Universidad
30977,Avenida México - Ajusco - Las Vías,,19.22872377,-99.19759512,Metro Universidad - Cierre de circuito Santo Tomás Ajusco,RTP,Santo Tomás Ajusco - Metro Universidad
25383,Avenida México - Puebla,,19.34659794,-99.00124669,Avisadero/Colonia Ixtlahuacan -  Metro Zaragoza/M. Tepalcates,RTP,Colonia Ixtlahuacan Avisadero -  Metro Zaragoza
20340,Avenida México Poniente - Vicente Guerrero,,19.2533284,-99.05932188,Xochimilco/Palmas - Tulyehualco,RTP,Tulyehualco - Xochimilco/Palmas
18682,Avenida Miguel Bernard - Palmas,,19.50448059,-99.13444519,Metro Potrero -  Colonia El Tepetatal (El Charco),RTP,Colonia El Tepetatal (El Charco) -  Metro Potrero
30988,Avenida Miguel Hidalgo - Mariano Matamoros,,19.22703201,-99.19864655,Metro Universidad - Cierre de circuito Santo Tomás Ajusco,RTP,Santo Tomás Ajusco - Metro Universidad
23098,Avenida Noé - Norte 54 A,,19.46484224,-99.11571264,Panteón San Isidro - Aragón Nocturno,RTP,Aragón - Panteón San Isidro (Noche Bus)
19224,Avenida Nuevo León - Aguascalientes,,19.19673934,-99.0249145,Villa Milpa Alta - San Salvador Cuahutenco,RTP,San Salvador Cuahutenco - Villa Milpa Alta
19227,Avenida Nuevo León - Jalisco,,19.19810719,-99.03437734,Villa Milpa Alta - San Salvador Cuahutenco,RTP,San Salvador Cuahutenco - Villa Milpa Alta
19657,Avenida Observatorio - Sur 128,,19.40150596,-99.2015326,San Lorenzo Acopilco - Metro Tacubaya,RTP,San Lorenzo Acopilco - Metro Tacubaya
19114,Avenida Paseo De La Reforma - Burdeos,,19.42376753,-99.1742599,Centro Comercial Santa Fe - La Villa/Cantera,RTP,Centro Comercial Santa Fe -  La Villa/Cantera por Palmas (Noche Bus)
19154,Avenida Paseo De La Reforma - Constancia,,19.45047739,-99.13263202,Centro Comercial Santa Fe - La Villa/Cantera,RTP,Centro Comercial Santa Fe -  La Villa/Cantera por Palmas (Noche Bus)
23991,Avenida Paseo De La Reforma - Metro Hidalgo_1,,19.43775028,-99.14652586,La Villa/Cantera - Centro Comercial Santa Fe Nocturno,RTP,Centro Comercial Santa Fe -  La Villa/Cantera por Palmas (Noche Bus)
24096,Avenida Paseo De La Reforma - Prado Sur,,19.42063086,-99.21797991,La Villa/Cantera - Centro Comercial Santa Fe por Reforma,RTP,Centro Comercial Santa Fe - La Villa/Cantera por Reforma (Expreso)
24011,Avenida Paseo De La Reforma - Río Nilo,,19.42582151,-99.17047262,La Villa/Cantera - Centro Comercial Santa Fe Nocturno,RTP,Centro Comercial Santa Fe -  La Villa/Cantera por Palmas (Noche Bus)
19058,Avenida Paseo De Las Palmas - Monte Stanovoi,,19.42949433,-99.21380639,Centro Comercial Santa Fe - La Villa/Cantera,RTP,Centro Comercial Santa Fe -  La Villa/Cantera por Palmas (Noche Bus)
17209,Avenida Paseo Del Pedregal - Agua,,19.31304688,-99.20293808,Cierre de Circuito Bosques - Metro Universidad,RTP,Bosques del Pedregal - Metro Universidad por López Portillo
23308,Avenida Revolución - Giotto,,19.37486903,-99.18790698,Metro Chapultepec - Puete Colorado,RTP,Puente Colorado - Metro Chapultepec
17107,Avenida Revolución - Miguel Cabrera,,19.36944395,-99.1885078,Metro Chapultepec - Puete Colorado,RTP,Puente Colorado - Metro Chapultepec
29615,Avenida Río Churubusco - Avenida Canal de Apatlaco,,19.37973727,-99.09587502,León de los Aldama - Central de Abastos,RTP,San Felipe/León de Los Aldama -  Central de Abastos
29705,Avenida Río Churubusco - Azafrán,,19.4006458,-99.09794569,Central de Abastos - León de los Aldama,RTP,San Felipe/León de Los Aldama -  Central de Abastos
17490,Avenida Río Consulado - Misterios_1,,19.46190867,-99.12744999,La Villa/Cantera - Centro Comercial Santa Fe Nocturno,RTP,Centro Comercial Santa Fe -  La Villa/Cantera por Palmas (Noche Bus)
30683,Avenida San Francisco - Callejón Del Prado,,19.31324938,-99.23497438,San Bernabel/Oyamel - Metro Universidad,RTP,Metro Universidad - San Bernabé/Oyamel
30625,Avenida San Francisco - Privada De San Francisco,,19.30621231,-99.2432034,San Bernabel/Oyamel - Metro Universidad,RTP,Metro Universidad - San Bernabé/Oyamel
29803,Avenida San Jerónimo - Guadalupe,,19.30608068,-99.24864292,Metro Universidad - San Bernabel/Oyamel,RTP,Metro Universidad - San Bernabé/Oyamel
30605,Avenida San Jerónimo - Guadalupe_1,,19.30574654,-99.24899697,San Bernabel/Oyamel - Metro Universidad,RTP,Metro Universidad - San Bernabé/Oyamel
23140,Avenida Santa Lucia - José Jaramillo,,19.37143789,-99.21271205,San Mateo Tlaltenango - Metro Zapata,RTP,Metro Zapata - San Mateo Tlaltenango
17279,Avenida Santa Úrsula - San Pascacio,,19.31072822,-99.15882111,Metro Universidad - Santa Catarina,RTP,Santa Catarina - Metro Universidad
18502,Avenida Santiago   - Eje 8 Sur Calzada Ermita - Iztapalapa,,19.3572065,-99.00260925,Avisadero/Colonia Miravalle - Metro Zaragoza/M. Tepalcates,RTP,Avisadero/Colonia Miravalle -  Metro Zaragoza
23102,Avenida Tamaulipas - Frente Al No. 112,,19.35691295,-99.25819159,San Mateo Tlaltenango - Metro Zapata,RTP,Metro Zapata - San Mateo Tlaltenango
23119,Avenida Tamaulipas - San Miguel,,19.36451467,-99.24538136,Metro Zapata - San Mateo Tlaltenango,RTP,Metro Zapata - San Mateo Tlaltenango
18342,Avenida Tecnológico - Maestro Antonio Caso,,19.53977168,-99.14892912,Colonia El Tepetatal (El Charco) -  Metro Potrero,RTP,Colonia El Tepetatal (El Charco) -  Metro Potrero
15579,Avenida Tepantongo - Real de San Martín,,19.49665281,-99.18480635,Metro Tacuba -  Metro Martín Carrera  por Ceylán,RTP,Metro Martín Carrera - Metro Tacuba por Ceylán
16974,Avenida Tláhuac - Flores Magón,,19.29644091,-99.03607249,Santa Catarina -  Metro Universidad,RTP,Santa Catarina - Metro Universidad
16970,Avenida Tláhuac - Frente No. 6828/Aurex,,19.2983041,-99.0240562,Santa Catarina -  Metro Universidad,RTP,Santa Catarina - Metro Universidad
18366,Avenida Tláhuac - Guillermo Prieto,,19.29914456,-99.04185534,Metro Constitución de 1917 - Santa Catarina,RTP,Santa Catarina - Metro Constitución de 1917
39908,Avenida Tláhuac - Hernan Cortes,,19.29652192,-99.04011726,Santa Catarina - Metro Constitución de 1917,RTP,Santa Catarina - Metro Constitución de 1917
16990,Avenida Tláhuac - Zacatlán,,19.3065262,-99.06600595,Santa Catarina - Metro Constitución de 1917,RTP,Santa Catarina - Metro Constitución de 1917
26460,Barranca Del Muerto - Avenida Lomas De Plateros,,19.36428186,-99.19547081,Metro Mixcoac - Tepeaca,RTP,Tepeaca - Metro Mixcoac
19862,Belisario Domínguez - Cuahtemoc,,19.25515157,-99.05572772,Tulyehualco - Xochimilco/Palmas,RTP,Tulyehualco - Xochimilco/Palmas
15695,Cafetales - Alfalfares,Frente a la Acuática Nelson Vargas,19.29241067,-99.11515474,Metro San Lázaro - Bosque de Nativitas por Cafetales,RTP,Bosque de Nativitas - Metro San Lázaro por Cafetales
30238,Cafetales - Cañaverales_1,,19.29479035,-99.11440372,Bosque de Nativitas - Metro San Lázaro por Cafetales,RTP,Bosque de Nativitas - Metro San Lázaro por Cafetales
20025,Calzada De La Viga - Emiliano Zapata,,19.36192344,-99.12246108,U.C.T.M. Atzacoalco - Carmen Serdán,RTP,U.C.T.M. Atzacoalco - Carmen Serdán
19777,Calzada De La Viga - San Francisco,,19.39635501,-99.12365198,U.C.T.M. Atzacoalco - Carmen Serdán,RTP,U.C.T.M. Atzacoalco - Carmen Serdán
25123,Calzada De Tlalpan - Ciudad Jardín,,19.33538128,-99.1419661,Metro Taxqueña - San Pedro Mártir,RTP,Metro Tasqueña - San Pedro Martir por FOVISSSTE
24139,Calzada De Tlalpan - Cumbres De Maltrata,,19.37754101,-99.1407001,Republica del Salvador - Santiago Tepalcatlalpan,RTP,Santiago Tepalcatlalpan - República del Salvador
23970,Calzada De Tlalpan - Eje 4 Oriente Avenida Río Churubusco,,19.3559412,-99.14401531,Santiago Tepalcatlalpan - Republica del Salvador,RTP,Santiago Tepalcatlalpan - República del Salvador
23971,Calzada De Tlalpan - Eje 8 Sur Calzada Ermita - Iztapalapa,,19.3597978,-99.14310336,Santiago Tepalcatlalpan - Republica del Salvador,RTP,Santiago Tepalcatlalpan - República del Salvador
19529,Calzada De Tlalpan - Estadio Azteca,,19.30156464,-99.14758801,Metro Universidad - Topilejo,RTP,Topilejo - Metro Universidad
19598,Calzada De Tlalpan - Luis Murillo,,19.29907368,-99.1505599,Metro Universidad - Topilejo,RTP,Topilejo - Metro Universidad
24981,Calzada de Tlalpan - Metro Chabacano,,19.40897405,-99.13542151,León de los Aldama - Metro Chabacano,RTP,León de los Aldama - Metro Chabacano
23977,Calzada De Tlalpan - Metro Portales,,19.36978808,-99.14141893,Santiago Tepalcatlalpan - Republica del Salvador,RTP,Santiago Tepalcatlalpan - República del Salvador
31888,Calzada De Tlalpan - Textitlán_1,,19.31332026,-99.13993835,San Pedro Mártir - Metro Taxqueña,RTP,Metro Tasqueña - San Pedro Martir por FOVISSSTE
31887,Calzada De Tlalpan -Tlalmanalco_1,,19.305058,-99.14421916,San Pedro Mártir - Metro Taxqueña,RTP,Metro Tasqueña - San Pedro Martir por FOVISSSTE
15233,Calzada Ermita Iztapalapa - 2 De Abril,,19.34223487,-99.05228376,Metro Santa Martha -  Metro Mixcoac,RTP,Metro Santa Martha -  Metro Mixcoac
15640,Calzada Ermita Iztapalapa - Artesanos,,19.35761139,-99.11889911,Metro Santa Martha -  Metro Mixcoac,RTP,Metro Santa Martha -  Metro Mixcoac
15228,Calzada Ermita Iztapalapa - Calle 17,,19.34374323,-99.03580427,Metro Santa Martha -  Metro Mixcoac,RTP,Metro Santa Martha -  Metro Mixcoac
15501,Avenida 5 - Escuadrón 201,A 200 metros antes de las Escalinatas de la Estación del Metro 201,19.36433247,-99.10940409,Carmen Serdan - San Lázaro,RTP,Metro San Lázaro - Carmen Serdàn
18752,Avenida 5 de Febrero - Cantera,,19.48738843,-99.11270857,La Villa/Ferroplaza -  Colonia Forestal,RTP,Colonia Forestal - La Villa Ferroplaza
20366,Avenida 5 De Mayo - General Angel P. Rosa,,19.25761282,-99.02628779,Xochimilco/Palmas - Tulyehualco,RTP,Tulyehualco - Xochimilco/Palmas
23120,Avenida 506 - Avenida 553,,19.45422046,-99.08500671,Panteón San Isidro - Aragón Nocturno,RTP,Aragón - Panteón San Isidro (Noche Bus)
23128,Avenida 608 - Avenida 597,,19.45556593,-99.07226086,Panteón San Isidro - Aragón Nocturno,RTP,Aragón - Panteón San Isidro (Noche Bus)
19764,Avenida Año Juárez - Canal Amecameca,,19.25959799,-99.0312767,Tulyehualco - Xochimilco/Palmas,RTP,Tulyehualco - Xochimilco/Palmas
22240,Avenida Arteaga y Salazar - Cuartel,,19.34871364,-99.28830743,Jesús del Monte (Cuajimalpa ) - Metro Tacubaya Nocturno,RTP,Jesús del Monte (Cuajimalpa) - Metro Tacubaya (Noche Bus)
15566,Avenida Azcapotzalco - Invierno,,19.46970779,-99.18748856,Metro Tacuba -  Metro Martín Carrera  por Ceylán,RTP,Metro Martín Carrera - Metro Tacuba por Ceylán
18948,Avenida Benito Juárez - Chalma La Villa,,19.53993346,-99.15392876,Metro Potrero -  Colonia El Tepetatal (El Charco),RTP,Colonia El Tepetatal (El Charco) -  Metro Potrero
24260,Avenida Camino Real a Toluca - Bodega Aurrera,,19.3867813,-99.22267914,Metro Tacubaya - Jesús del Monte (Cuajimalpa) Nocturno,RTP,Jesús del Monte (Cuajimalpa) - Metro Tacubaya (Noche Bus)
26546,Avenida Centenario - Frente A Telmex,,19.36384662,-99.22307611,Metro Mixcoac - Tepeaca,RTP,Tepeaca - Metro Mixcoac
35995,Avenida Constituyentes - Avenida Observatorio,,19.40057496,-99.21119928,Cierre de circuito Santa Fe - Metro Balderas,RTP,ECOBÚS Santa Fe - Metro Balderas
19559,Avenida Constituyentes - Estado Mayor Presidencial,,19.39578829,-99.22319412,San Lorenzo Acopilco - Metro Tacubaya,RTP,San Lorenzo Acopilco - Metro Tacubaya
19607,Avenida Constituyentes - Vocacional 4,,19.39860161,-99.2147398,San Lorenzo Acopilco - Metro Tacubaya,RTP,San Lorenzo Acopilco - Metro Tacubaya
19365,Avenida Cuitláhuac - Calzada México - Tacuba,,19.45662813,-99.18043971,Metro El Rosario - Parque México por Cuitláhuac,RTP,Metro El Rosario - Parque México por Cuitláhuac
21397,Avenida Cuitláhuac - Camarones,,19.4682714,-99.1759336,Metro Chapultepec - Aragón por Avenida 604,RTP,Aragón - Metro Chapultepec por Avenida 604
19292,Avenida Cuitláhuac - Claveria,,19.46486247,-99.17757511,Metro El Rosario - Parque México por Cuitláhuac,RTP,Metro El Rosario - Parque México por Cuitláhuac
19377,Avenida De Las Culturas - Cultura Griega,,19.50999217,-99.19741273,Metro Tacuba - Metro Rosario,RTP,Metro Rosario - Metro Tacuba
19385,Avenida De Las Culturas - Unidad Habitacional Xochinahuac,,19.50864716,-99.19779897,Metro Tacuba - Metro Rosario,RTP,Metro Rosario - Metro Tacuba
18638,Avenida Del Imán - Circuito Azteca,,19.30346828,-99.15942192,Metro Universidad - Topilejo,RTP,Topilejo - Metro Universidad
21159,Avenida Del Peñón - Cairo,,19.4402796,-99.10343885,Colonia Moctezuma 2da. Sección - Metro Cuatro Caminos,RTP,Metro Cuatro Caminos -  Colonia Moctezuma 2da. Sección
23136,Avenida del trabajo - Rivero,,19.44712878,-99.12571192,León de los Aldama - Metro Chabacano,RTP,León de los Aldama - Metro Chabacano
15587,Avenida Granjas - Matlacoatl_1,,19.50079935,-99.17547226,Metro Tacuba -  Metro Martín Carrera  por Ceylán,RTP,Metro Martín Carrera - Metro Tacuba por Ceylán
29074,Avenida Granjas - Rastro_1,,19.49678428,-99.17387366,Metro El Rosario - Parque México por Plan de San Luis,RTP,Metro El Rosario - Parque México por Plan de San Luis
19772,Avenida H. Congreso De La Unión - Del Recreo,,19.39867245,-99.12267566,U.C.T.M. Atzacoalco - Carmen Serdán,RTP,U.C.T.M. Atzacoalco - Carmen Serdán
21063,Avenida H. Congreso De La Unión - Eje 3 Sur Avenida Morelos_1,,19.40892345,-99.12147403,Carmen Serdán - U.C.T.M. Atzacoalco,RTP,U.C.T.M. Atzacoalco - Carmen Serdán
21115,Avenida H. Congreso De La Unión - Héroes De Nacozari_1,,19.43563575,-99.11853433,Carmen Serdán - U.C.T.M. Atzacoalco,RTP,U.C.T.M. Atzacoalco - Carmen Serdán
21122,Avenida H. Congreso De La Unión - Herreros,,19.43944999,-99.11799788,Carmen Serdán - U.C.T.M. Atzacoalco,RTP,U.C.T.M. Atzacoalco - Carmen Serdán
15737,18 de Marzo - Guadalupe Victoria,,19.5532506,-99.1442258,Metro Indios Verdes - El Tepetatal (El Charco),RTP,Colonia El Tepetatal (El Charco)  -  Metro Indios Verdes
21317,5 De Mayo - Hidalgo,,19.20567575,-99.06876326,Xochimilco/Palmas - San Bartolomé Xicomulco,RTP,San Bartolomé Xicomulco - Xochimilco/Palmas
24446,Anillo de Circunvalación - República de Guatemala/Miguel Negrete,,19.43389554,-99.12436008,Metro Chabacano - León de los Aldama,RTP,León de los Aldama - Metro Chabacano
24620,Anillo circunvalación - Fray Servando Teresa de Mier,,19.42276583,-99.12608743,Metro Chabacano - León de los Aldama,RTP,León de los Aldama - Metro Chabacano
